Event.Id,Event.Date,Location,Aircraft.Damage,Make,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Crash.Location,Crash.Country
20200502X81549,2020-05-02,"PALMYRA, IL",Destroyed,Yakovlev,Personal,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"39.408889,-89.990277",Illinois
20200502X73540,2020-05-02,"HOUSTON, TX",Substantial,MD HELICOPTER,Public Aircraft - Local,1.0,1.0,0.0,0.0,VMC,UNKNOWN,"29.947221999999996,-95.395833",Texas
20200413X13054,2020-04-11,"Eagle River, AK",Substantial,Cessna,Personal,0.0,2.0,2.0,0.0,VMC,MANEUVERING,"61.351943999999996,-149.548889",Alaska
20200410X81131,2020-04-09,"Mount Pleasant, SC",Destroyed,Arion Aircraft LLC,Instructional,2.0,0.0,0.0,0.0,VMC,TAKEOFF,"32.885,-79.775834",South Carolina
20200329X81624,2020-03-29,"Mesquite, TX",Destroyed,MUSE,Personal,1.0,0.0,0.0,0.0,VMC,UNKNOWN,"32.761944,-96.515556",Texas
20200326X82317,2020-03-25,"Waxahachie, TX",Substantial,Cessna,Personal,0.0,1.0,0.0,0.0,VMC,STANDING,"32.448055,-96.913889",Texas
20200324X34735,2020-03-23,"Swansboro, NC",Destroyed,Maule,Personal,2.0,0.0,0.0,0.0,IMC,UNKNOWN,"34.416945,-77.034166",Unknown
20200323X51009,2020-03-22,"Lettsworth, LA",Substantial,BOWER,Personal,0.0,1.0,0.0,0.0,VMC,GO-AROUND,"30.938333,-91.79305500000001",Louisiana
20200318X22054,2020-03-18,"Eagle Creek, OR",Destroyed,Piper,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"45.352778,-122.340833",Oregon
20200317X10410,2020-03-16,"Pinedale, WY",Substantial,Piper,Instructional,0.0,1.0,1.0,0.0,VMC,APPROACH,"42.796944,-109.810556",Wyoming
20200313X13202,2020-03-13,"Sylmar, CA",Substantial,Mooney,Personal,2.0,0.0,0.0,0.0,IMC,APPROACH,"34.330556,-118.526389",California
20200311X62702,2020-03-11,"Sterling, MA",Substantial,Cessna,Personal,1.0,0.0,0.0,0.0,VMC,TAKEOFF,"42.430278,-71.7975",Massachusetts
20200303X22021,2020-03-03,"Lincoln, IL",Destroyed,Cessna,Aerial Observation,3.0,0.0,0.0,0.0,VMC,MANEUVERING,"40.165833,-89.418056",Illinois
20200224X02150,2020-02-23,"North Manchester, IN",Substantial,INNOVATOR,Personal,1.0,0.0,0.0,0.0,VMC,UNKNOWN,"40.998055,-85.825556",Indiana
20200222X62353,2020-02-22,"Rogers, MN",Destroyed,Beech,Personal,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"45.198055,-93.652778",Minnesota
20200223X34938,2020-02-22,"Mokuleia, HI",Substantial,CESSNA,Instructional,2.0,0.0,0.0,0.0,VMC,TAKEOFF,"21.576945000000002,-158.200556",Hawaii
20200218X21210,2020-02-17,"Hope Mills, NC",Substantial,Cessna,Personal,0.0,4.0,0.0,0.0,VMC,TAKEOFF,"34.893611,-78.843611",North Carolina
20200213X55547,2020-02-13,"Bartow, FL",Substantial,Mooney,Personal,2.0,0.0,0.0,0.0,VMC,APPROACH,"27.954166999999998,-81.771389",Florida
20200209X75546,2020-02-09,"Fort Smith, AR",Substantial,Navion,Personal,0.0,1.0,3.0,0.0,VMC,TAKEOFF,"33.336389000000004,-94.3675",Texas
20200208X35227,2020-02-08,"Fairmount, GA",Substantial,Cessna,Personal,4.0,0.0,0.0,0.0,IMC,CLIMB,"34.461944,-84.756389",Georgia
20200209X33430,2020-02-08,"Granbury, TX",Substantial,Beech,Personal,1.0,0.0,0.0,0.0,VMC,UNKNOWN,"32.444444,-97.81694499999999",Texas
20200206X90234,2020-02-06,"Chatham, LA",Destroyed,Cessna,Business,3.0,0.0,0.0,0.0,VMC,APPROACH,"32.314444,-92.440555",Louisiana
20200202X83050,2020-02-02,"Florence, CO",Substantial,Piper,Instructional,1.0,2.0,0.0,0.0,VMC,UNKNOWN,"38.430834000000004,-105.11805600000001",Colorado
20200128X73907,2020-01-28,"Springfield, IL",Substantial,Piper,Personal,3.0,0.0,0.0,0.0,IMC,APPROACH,"39.7625,-89.572223",Illinois
20200127X42609,2020-01-27,"Grafton, WV",Destroyed,AEROPRO CZ,Personal,1.0,0.0,0.0,0.0,UNK,UNKNOWN,"39.393055,-80.048889",West Virginia
20200125X95855,2020-01-25,"Senoia, GA",Destroyed,MUSTANG,Personal,2.0,0.0,0.0,0.0,IMC,STANDING,"33.29,-84.54083299999999",Georgia
20200125X95019,2020-01-25,"Lake City, FL",Substantial,Piper,Personal,1.0,0.0,0.0,0.0,VMC,TAKEOFF,"30.156944,-82.669167",Florida
20200124X92932,2020-01-24,"Payson, AZ",Destroyed,Piper,Personal,1.0,2.0,0.0,0.0,VMC,MANEUVERING,"34.158889,-111.493889",Arizona
20200127X82825,2020-01-24,"Charlotte, TX",Substantial,Robinson,Personal,0.0,1.0,0.0,0.0,VMC,MANEUVERING,"28.953611,-98.76472199999999",Texas
20200122X05239,2020-01-22,"Corona, CA",Destroyed,Beech,Personal,4.0,0.0,0.0,0.0,VMC,TAKEOFF,"33.896111,-117.602222",California
20200122X70630,2020-01-21,"Tallahassee, FL",Substantial,Grumman,Personal,0.0,1.0,1.0,0.0,VMC,CRUISE,"30.291944,-84.225",Florida
20200123X80253,2020-01-21,"Independence, IA",Substantial,Guimbal,Instructional,0.0,1.0,0.0,0.0,VMC,LANDING,"42.456111,-91.945277",Iowa
20200117X62609,2020-01-17,"Oakwood, OH",Destroyed,PIEL,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"41.136111,-84.441666",Ohio
20200115X02226,2020-01-15,"Nashua, NH",Substantial,MAGNI,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"42.782778,-71.51694499999999",New Hampshire
20200112X30726,2020-01-11,"Billings, MT",Destroyed,Cessna,Personal,4.0,0.0,0.0,0.0,VMC,CRUISE,"46.2325,-108.36555600000001",Montana
20200109X20857,2020-01-09,"Mechanicsburg, PA",Destroyed,ROBINSON,Personal,2.0,0.0,0.0,0.0,VMC,OTHER,"40.227778,-77.020278",Pennsylvania
20200106X90557,2020-01-06,"Mount Sterling, KY",Substantial,Stoddard Hamilton,Personal,0.0,1.0,0.0,0.0,VMC,APPROACH,"38.075,-83.979445",Kentucky
20200106X65620,2020-01-06,"Newborn, GA",Destroyed,Cessna,Personal,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"33.494444,-83.6425",Georgia
20200105X53312,2020-01-05,"Cullman, AL",Destroyed,Vans,Personal,2.0,0.0,0.0,0.0,VMC,TAKEOFF,"34.272778,-86.858056",Alabama
20191231X83852,2019-12-31,"OLATHE, KS",Destroyed,Mooney,Personal,2.0,0.0,0.0,0.0,VMC,TAKEOFF,"38.846111,-94.736111",Kansas
20191229X62315,2019-12-29,"College Park, MD",Destroyed,American Aviation,Personal,1.0,0.0,0.0,0.0,IMC,TAKEOFF,"38.971389,-76.893055",Maryland
20191228X23853,2019-12-28,"LAFAYETTE, LA",Destroyed,Piper,Executive/Corporate,5.0,2.0,2.0,0.0,IMC,TAKEOFF,"30.176111,-92.0075",Louisiana
20191207X83916,2019-12-07,"Omaha, NE",Substantial,Rotary,Personal,0.0,1.0,0.0,0.0,VMC,LANDING,"41.194722,-96.1125",Nebraska
20191204X11047,2019-12-03,"Potts Camp, MS",Substantial,Cessna,Personal,0.0,1.0,0.0,0.0,VMC,CRUISE,"34.646111,-89.305278",Mississippi
20191201X05432,2019-12-01,"San Antonio, TX",Substantial,Piper,Instructional,3.0,0.0,0.0,0.0,VMC,APPROACH,"29.550833,-98.49972199999999",Texas
20191130X65423,2019-11-30,"Chamberlain, SD",Destroyed,Pilatus,Personal,9.0,3.0,0.0,0.0,IMC,TAKEOFF,"43.765556,-99.337222",South Dakota
20191124X11831,2019-11-24,"Milton, FL",Substantial,Bushby,Personal,1.0,0.0,0.0,0.0,VMC,TAKEOFF,"30.6375,-86.993611",Florida
20191123X40229,2019-11-23,"Okeechobee, FL",Destroyed,Beech,Personal,0.0,1.0,2.0,0.0,VMC,TAKEOFF,"27.260556,-80.8475",Florida
20191125X94802,2019-11-22,"Jackpot, NV",Destroyed,Grumman,Personal,2.0,0.0,0.0,0.0,VMC,TAKEOFF,"41.967778,-114.646111",Nevada
20191125X81910,2019-11-22,"Tyler, TX",Substantial,Cirrus,Personal,0.0,1.0,0.0,1.0,IMC,CRUISE,"32.489722,-95.481945",Texas
20191120X01106,2019-11-20,"San Marcos, TX",Destroyed,RAYTHEON,Business,1.0,0.0,0.0,0.0,IMC,TAKEOFF,"29.9,-97.8525",Texas
20191111X84900,2019-11-10,"St. Augustine, FL",Substantial,Mooney,Personal,0.0,1.0,1.0,0.0,VMC,APPROACH,"29.941389,-81.317778",Florida
20191104X71357,2019-11-04,"New Bedford, MA",Destroyed,Cessna,Personal,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"41.621111,-70.938333",Massachusetts
20191104X50805,2019-11-04,"Cedartown, GA",Substantial,PAVEL,Flight Test,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"34.043889,-85.177223",Georgia
20191104X60648,2019-11-02,"Seffner, FL",Substantial,MOSQUITO,Personal,0.0,1.0,0.0,0.0,VMC,LANDING,"27.983611,-82.27555600000001",Florida
20191102X80415,2019-11-01,"Stuart, FL",Destroyed,GRUMMAN,Air Race/Show,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"27.176111,-80.2125",Florida
20191031X64722,2019-10-31,"Brawley, CA",Substantial,Cessna,Personal,2.0,0.0,0.0,0.0,VMC,UNKNOWN,"32.988054999999996,-115.469167",California
20191031X31506,2019-10-31,"New Braunfels, TX",Minor,Beech,Business,0.0,1.0,0.0,1.0,VMC,DESCENT,"29.775,-97.977778",Texas
20191031X14200,2019-10-31,"Paducah, KY",Destroyed,Piper,Personal,1.0,0.0,0.0,0.0,VMC,APPROACH,"37.103333,-88.817223",Kentucky
20191031X24146,2019-10-31,"Ocala, FL",Destroyed,Beech,Flight Test,2.0,1.0,0.0,0.0,VMC,TAKEOFF,"29.141665999999997,-82.19416600000001",Florida
20191030X52912,2019-10-30,"Atlanta, GA",Destroyed,Piper,Personal,2.0,0.0,0.0,0.0,IMC,TAKEOFF,"33.856944,-84.290555",Georgia
20191029X22722,2019-10-29,"Colonia, NJ",Destroyed,Cessna,Personal,1.0,0.0,0.0,0.0,IMC,APPROACH,"40.590277,-74.310833",New Jersey
20191027X84541,2019-10-27,"Daytona Beach, FL",Destroyed,HIGGINS JOHN H/WILLIAMS JOHN D,Personal,0.0,2.0,0.0,0.0,VMC,LANDING,"29.080278000000003,-81.046666",Florida
20191028X10747,2019-10-27,"White Bear Township, MN",Destroyed,Piper,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"45.116667,-92.996111",Minnesota
20191026X22107,2019-10-25,"Jordan Valley, OR",Substantial,Enstrom,Personal,1.0,1.0,0.0,0.0,VMC,CRUISE,"43.394721999999994,-117.046944",Oregon
20191025X65223,2019-10-25,"American Falls, ID",Substantial,Mooney,Personal,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"42.777778000000005,-112.895",Idaho
20191024X80514,2019-10-24,"Summit Point, WV",Destroyed,Mooney,Personal,2.0,0.0,0.0,0.0,VMC,UNKNOWN,"39.253056,-77.961111",West Virginia
20191023X53135,2019-10-23,"Spanaway, WA",Substantial,Vans,Personal,0.0,1.0,1.0,0.0,VMC,TAKEOFF,"47.070278,-122.37111100000001",Washington
20191023X31824,2019-10-23,"Las Vegas, NV",Substantial,Robinson,Personal,2.0,0.0,0.0,0.0,VMC,MANEUVERING,"36.146944,-115.381667",Nevada
20191023X23030,2019-10-23,"Hebbronville, TX",Substantial,Robinson,Business,2.0,1.0,0.0,1.0,VMC,MANEUVERING,"27.3725,-98.63333399999999",Texas
20191023X23030,2019-10-23,"Hebbronville, TX",Destroyed,ROBINSON,Business,2.0,1.0,0.0,1.0,VMC,MANEUVERING,"27.3725,-98.63333399999999",Texas
20191023X05941,2019-10-22,"Lamesa, TX",Minor,Air Tractor,Aerial Application,0.0,1.0,0.0,1.0,VMC,MANEUVERING,"32.735,-101.74333299999999",Texas
20191020X24101,2019-10-20,"Angel Fire, NM",Substantial,Piper,Personal,2.0,0.0,0.0,0.0,VMC,TAKEOFF,"36.393055,-105.28694399999999",New Mexico
20191021X13706,2019-10-20,"Raleigh, NC",Destroyed,Piper,Personal,2.0,0.0,0.0,0.0,VMC,APPROACH,"35.854167,-78.757778",North Carolina
20191021X74218,2019-10-20,"White Plains, AL",Destroyed,Vans,Personal,1.0,0.0,0.0,0.0,VMC,CRUISE,"33.749722,-85.723334",Alabama
20191018X73851,2019-10-18,"Tamaqua, PA",Substantial,SPORTINE AVIACIJA,Personal,1.0,0.0,0.0,0.0,VMC,CRUISE,"40.743333,-76.018334",Pennsylvania
20191017X95817,2019-10-17,"Green Bay, WI",Substantial,Aeronca,Personal,2.0,0.0,0.0,0.0,VMC,LANDING,"44.4225,-87.935833",Wisconsin
20191015X65516,2019-10-14,"Cameron, NC",Substantial,Vans,Personal,1.0,0.0,0.0,0.0,VMC,APPROACH,"35.271667,-79.25444399999999",North Carolina
20191014X71247,2019-10-12,"Montgomery, TX",Substantial,AutoGyro GmbH,Personal,0.0,1.0,1.0,0.0,VMC,TAKEOFF,"30.336665999999997,-95.679445",Texas
20191011X11255,2019-10-11,"Coeur d'Alene, ID",Substantial,ANTARES,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"47.769166999999996,-116.818611",Idaho
20191011X05917,2019-10-11,"Langley, WA",Substantial,FOXWORTHY RICK A,Flight Test,0.0,1.0,0.0,0.0,VMC,MANEUVERING,"48.0175,-122.437777",Washington
20191022X04218,2019-10-09,"Aberdeen, SD",Destroyed,Cessna,Personal,1.0,0.0,0.0,0.0,IMC,UNKNOWN,"45.561667,-98.460278",South Dakota
20191008X73025,2019-10-08,"Camarillo, CA",Substantial,Bede,Personal,1.0,0.0,0.0,0.0,VMC,APPROACH,"34.213611,-119.094444",California
20191006X31934,2019-10-06,"Bixby, MO",Substantial,Lancair,Personal,1.0,0.0,0.0,0.0,IMC,CRUISE,"37.361389,-91.04",Missouri
20191005X90127,2019-10-05,"Pembroke Pines, FL",Substantial,Champion,Instructional,0.0,2.0,0.0,0.0,VMC,MANEUVERING,"25.999444,-80.468334",Florida
20191005X82852,2019-10-05,"Kokomo, IN",Destroyed,Piper,Business,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"40.475,-86.063333",Indiana
20191003X13056,2019-10-03,"Lansing, MI",Substantial,Socata,Business,5.0,1.0,0.0,0.0,IMC,APPROACH,"42.780278,-84.606111",Michigan
20191002X11326,2019-10-02,"Windsor Locks, CT",Destroyed,Boeing,Other Work Use,7.0,5.0,2.0,0.0,VMC,LANDING,"41.931667,-72.692222",Connecticut
20190929X70917,2019-09-29,"Deland, FL",Destroyed,Cessna,Personal,3.0,0.0,0.0,0.0,VMC,MANEUVERING,"29.024445,-81.344166",Florida
20190928X24100,2019-09-28,"Sanford, ME",Substantial,Robinson,Instructional,0.0,1.0,0.0,0.0,VMC,TAXI,"43.393889,-70.708056",Maine
20190928X02511,2019-09-28,"Dalton, GA",Substantial,SOLO WINGS,Personal,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"34.883334000000005,-84.888889",Georgia
20190928X04048,2019-09-28,"Bloomsburg, PA",Substantial,Enstrom,Aerial Observation,0.0,1.0,2.0,0.0,VMC,LANDING,"40.992222,-76.468334",Pennsylvania
20190929X73348,2019-09-26,"Cowles, NM",Destroyed,American Aviation,Personal,2.0,0.0,0.0,0.0,VMC,CLIMB,"35.905556,-105.558889",New Mexico
20190926X00136,2019-09-25,"Lexington, NE",Substantial,Cirrus,Instructional,0.0,1.0,1.0,0.0,VMC,GO-AROUND,"40.786389,-99.778334",Nebraska
20190926X54020,2019-09-25,"Tyonek, AK",Substantial,Stinson,Personal,0.0,1.0,1.0,0.0,VMC,TAKEOFF,"60.978889,-151.892222",Alaska
20191023X31849,2019-09-24,"ELIZABETHTOWN, NC",Destroyed,Cessna,Personal,0.0,1.0,0.0,2.0,VMC,LANDING,"34.601110999999996,-78.578889",North Carolina
20190924X31842,2019-09-24,"St. Augustine, FL",Substantial,Cessna,Instructional,0.0,2.0,0.0,0.0,VMC,TAKEOFF,"29.959166999999997,-81.339722",Florida
20190924X03137,2019-09-23,"Prairie Grove, AR",Substantial,Cessna,Personal,1.0,0.0,0.0,0.0,VMC,CRUISE,"35.7875,-94.355",Arkansas
20190919X65015,2019-09-19,"Torrance, CA",Substantial,Cessna,Aerial Observation,1.0,1.0,0.0,0.0,VMC,TAKEOFF,"33.803333,-118.339722",California
20190917X85414,2019-09-17,"Sardis, GA",Substantial,Robinson,Aerial Application,0.0,1.0,0.0,0.0,VMC,MANEUVERING,"33.028056,-81.787777",Georgia
20190918X94902,2019-09-17,"Stroudsburg, PA",Destroyed,Vans,Personal,2.0,0.0,0.0,0.0,VMC,MANEUVERING,"40.57,-75.18",New Jersey
20190918X63903,2019-09-15,"Toklat, AK",Substantial,CESSNA,Personal,0.0,1.0,0.0,0.0,UNK,TAKEOFF,"64.527778,-150.423334",Alaska
20190912X21831,2019-09-12,"Eustace, TX",Substantial,Infinity Power Parachutes,Personal,1.0,0.0,0.0,0.0,VMC,CRUISE,"32.276666999999996,-96.00666700000001",Texas
20190910X53248,2019-09-10,"Maricopa, AZ",Substantial,Ercoupe,Instructional,0.0,2.0,0.0,0.0,VMC,TAKEOFF,"32.990555,-111.91722299999999",Arizona
20190910X65550,2019-09-10,"Grassy Butte, ND",Substantial,Cessna,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"47.378611,-103.589722",North Dakota
20190908X05518,2019-09-08,"Marathon, FL",Substantial,Cessna,Personal,2.0,0.0,0.0,0.0,VMC,TAKEOFF,"24.7325,-81.07",Unknown
20190909X13121,2019-09-08,"Lakeview, SD",Substantial,Cessna,Aerial Observation,2.0,0.0,0.0,0.0,VMC,UNKNOWN,"43.039444,-100.80555600000001",South Dakota
20190908X00550,2019-09-07,"Las Vegas, NV",Destroyed,Beech,Instructional,2.0,2.0,0.0,0.0,VMC,TAKEOFF,"35.971389,-115.133889",Nevada
20190907X64846,2019-09-07,"Kingsbury, TX",Substantial,Pietenpol,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"29.634165999999997,-97.811667",Texas
20190907X85739,2019-09-07,"Carpenter, WY",Destroyed,Champion,Personal,1.0,0.0,0.0,0.0,VMC,CRUISE,"41.03,-104.24638900000001",Wyoming
20190905X13813,2019-09-04,"Henefer, UT",Substantial,Cessna,Aerial Observation,2.0,0.0,0.0,0.0,VMC,MANEUVERING,"41.015278,-111.58083400000001",Utah
20190829X05958,2019-08-29,"St. Ignatious, MT",Substantial,Beech,Personal,3.0,0.0,0.0,0.0,VMC,MANEUVERING,"47.275834,-114.12416699999999",Montana
20190828X20449,2019-08-27,"McKenzie Bridge, OR",Destroyed,Cessna,Personal,2.0,0.0,0.0,0.0,VMC,GO-AROUND,"44.1825,-122.07833400000001",Oregon
20190825X90137,2019-08-24,"Robertsdale, AL",Substantial,DG Flugzeugbau,Personal,0.0,2.0,0.0,0.0,VMC,LANDING,"30.544721999999997,-87.559444",Alabama
20190821X65920,2019-08-21,"Livermore, CA",Substantial,Cessna,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"37.689444,-121.81888899999998",California
20190822X70607,2019-08-21,"Kissimmee, FL",Substantial,Velocity,Personal,0.0,2.0,0.0,0.0,VMC,CRUISE,"28.0,-81.0",Florida
20190821X01127,2019-08-20,"Cypress Island, WA",Substantial,Robinson,Business,0.0,1.0,2.0,0.0,VMC,MANEUVERING,"48.608333,-122.71611100000001",Unknown
20190820X51214,2019-08-20,"Montrose, CO",Substantial,Bell,Aerial Application,0.0,1.0,0.0,0.0,VMC,MANEUVERING,"38.0,-107.0",Colorado
20190820X15859,2019-08-20,"Hays, KS",Destroyed,Grumman,Aerial Application,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"38.726110999999996,-99.341111",Kansas
20190819X74817,2019-08-19,"Tappahannock, VA",Substantial,Cirrus,Personal,0.0,1.0,0.0,0.0,VMC,CRUISE,"37.86,-76.884722",Virginia
20190819X10929,2019-08-19,"Viroqa, WI",Destroyed,SHIRLEY CARL,Personal,1.0,0.0,0.0,0.0,VMC,TAKEOFF,"43.582778000000005,-90.91444399999999",Wisconsin
20190818X02829,2019-08-18,"New Castle, DE",Substantial,Beech,Instructional,2.0,0.0,0.0,0.0,VMC,TAKEOFF,"39.690554999999996,-75.63833299999999",Delaware
20190818X33245,2019-08-18,"Hopedale, LA",Destroyed,Cessna,Personal,1.0,2.0,0.0,0.0,IMC,CRUISE,"29.816945,-89.276389",Unknown
20190818X75840,2019-08-17,"Lagrangeville, NY",Destroyed,Cessna,Business,2.0,3.0,1.0,0.0,VMC,TAKEOFF,"41.7,-73.729167",New York
20190816X21722,2019-08-16,"New Orleans, LA",Destroyed,Pitts,Personal,2.0,0.0,0.0,0.0,VMC,TAKEOFF,"30.025555999999998,-90.03",Louisiana
20190814X02543,2019-08-14,"Boone, NC",Destroyed,Fantasy Air,Personal,1.0,0.0,0.0,0.0,VMC,APPROACH,"36.273610999999995,-81.57777800000001",North Carolina
20190813X45157,2019-08-13,"Jay, FL",Substantial,Cessna,Positioning,0.0,1.0,0.0,0.0,VMC,MANEUVERING,"30.969723,-87.206389",Florida
20190811X81522,2019-08-11,"Kooskia, ID",Substantial,Lancair,Personal,2.0,0.0,0.0,0.0,UNK,CRUISE,"46.157778,-115.919723",Idaho
20190811X80130,2019-08-11,"Jersey Shore, PA",Substantial,Poberezny,Personal,2.0,0.0,0.0,0.0,VMC,MANEUVERING,"41.2075,-77.219167",Pennsylvania
20190811X02525,2019-08-09,"Cordell, OK",Substantial,Cessna,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"35.291944,-98.969723",Oklahoma
20190808X71425,2019-08-08,"Hatboro, PA",Destroyed,Beech,Personal,3.0,0.0,0.0,0.0,IMC,TAKEOFF,"40.1725,-75.08",Pennsylvania
20190808X54033,2019-08-08,"Sumner, IA",Destroyed,Air Tractor,Positioning,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"42.847777,-92.116945",Iowa
20190807X70552,2019-08-07,"Camarillo, CA",Substantial,Wheeler,Personal,2.0,0.0,0.0,0.0,VMC,APPROACH,"34.213889,-119.070834",California
20190806X45857,2019-08-05,"Wolf Point, MT",Destroyed,Cessna,Business,2.0,0.0,0.0,0.0,VMC,APPROACH,"48.435833,-105.760833",Montana
20190805X13252,2019-08-05,"Miami, FL",Substantial,Piper,Instructional,0.0,2.0,1.0,0.0,VMC,TAKEOFF,"25.6475,-80.433334",Florida
20190805X82045,2019-08-04,"Girdwood, AK",Destroyed,Piper,Personal,4.0,0.0,0.0,0.0,VMC,MANEUVERING,"61.03694399999999,-149.045277",Alaska
20190731X25413,2019-07-30,"Thompson Falls, MT",Substantial,Avid,Instructional,0.0,2.0,0.0,0.0,VMC,GO-AROUND,"47.776666999999996,-115.47611100000002",Montana
20190731X35355,2019-07-29,"Roundup, MT",Substantial,Cessna,Personal,0.0,1.0,0.0,0.0,VMC,APPROACH,"46.475,-108.543333",Montana
20190728X20826,2019-07-27,"Lake, MI",Substantial,ICON,Business,0.0,1.0,0.0,1.0,VMC,TAKEOFF,"43.772223,-84.946111",Michigan
20190724X83313,2019-07-24,"Chadron, NE",Substantial,Beech,Personal,3.0,0.0,0.0,0.0,VMC,APPROACH,"42.850278,-103.085",Nebraska
20190719X55851,2019-07-19,"Poughkeepsie, NY",Substantial,Piper,Personal,0.0,3.0,1.0,0.0,VMC,CRUISE,"41.626667,-73.88416600000001",New York
20190716X81806,2019-07-16,"Crescent, FL",Substantial,Progressive Aerodyne,Personal,0.0,1.0,0.0,0.0,VMC,LANDING,"29.43,-81.604167",Florida
20190715X91456,2019-07-15,"Hayward, CA",Substantial,Robinson,Instructional,1.0,1.0,0.0,0.0,VMC,MANEUVERING,"37.655833,-122.12361100000001",California
20190714X02348,2019-07-14,"Hastings, FL",Substantial,Piper,Personal,0.0,2.0,0.0,0.0,VMC,TAKEOFF,"29.693333000000003,-81.50694399999999",Florida
20190715X23000,2019-07-14,"Knox, IN",Substantial,Cessna,Instructional,0.0,1.0,0.0,0.0,VMC,MANEUVERING,"41.294166,-86.6225",Indiana
20190713X01105,2019-07-13,"Oliver Springs, TN",Substantial,QUICKSILVER,Personal,1.0,0.0,0.0,0.0,VMC,TAKEOFF,"36.040555,-84.306111",Tennessee
20190715X00050,2019-07-13,"Clinton, AR",Substantial,Stinson,Personal,0.0,2.0,1.0,0.0,VMC,TAKEOFF,"35.599166,-92.45666700000001",Arkansas
20190711X60234,2019-07-11,"Hawley, MN",Destroyed,GIbb,Personal,1.0,0.0,0.0,0.0,VMC,MANEUVERING,"46.0,-96.0",Minnesota
20190711X23056,2019-07-11,"Ketchikan, AK",Substantial,Piper,Personal,1.0,0.0,0.0,0.0,UNK,APPROACH,"55.29916600000001,-131.6325",Alaska
20190707X11324,2019-07-06,"Bay City, MI",Substantial,Piper,Banner Tow,0.0,1.0,0.0,0.0,VMC,MANEUVERING,"43.5475,-83.895",Michigan
20190706X70756,2019-07-06,"Oxford, MS",Substantial,Cessna,Instructional,1.0,0.0,0.0,0.0,VMC,GO-AROUND,"34.387777,-89.530556",Mississippi
20190704X63244,2019-07-04,"Vaiden, MS",Substantial,Beech,Personal,0.0,2.0,2.0,0.0,VMC,GO-AROUND,"33.301944,-89.814444",Mississippi
20190702X80900,2019-07-01,"Orleans, IN",Substantial,RANS,Personal,1.0,0.0,0.0,0.0,VMC,UNKNOWN,"38.628056,-86.47583399999999",Indiana
20190630X33829,2019-06-30,"Addison, TX",Destroyed,BEECH,Business,10.0,0.0,0.0,0.0,VMC,TAKEOFF,"32.966111,-96.832778",Texas
20190630X20833,2019-06-29,"Parsons, WV",Substantial,Robinson,Personal,0.0,1.0,2.0,0.0,VMC,MANEUVERING,"39.226945,-79.720834",West Virginia
20190630X22854,2019-06-29,"Paducah, KY",Substantial,Zenair,Personal,0.0,1.0,0.0,0.0,VMC,MANEUVERING,"36.94,-88.569445",Kentucky
20190702X74652,2019-06-29,"Garwood, TX",Substantial,Robinson,Aerial Application,0.0,1.0,0.0,0.0,VMC,MANEUVERING,"29.448333,-96.398333",Texas
20190629X02810,2019-06-28,"Hiawatha, KS",Destroyed,Beechcraft,Personal,1.0,0.0,0.0,0.0,VMC,APPROACH,"39.887777,-95.517223",Kansas
20190703X45529,2019-06-27,"Williamson, GA",Substantial,Vans,Personal,0.0,1.0,0.0,0.0,VMC,TAKEOFF,"33.154722,-84.37222299999999",Georgia
20190628X04252,2019-06-27,"Hope Mills, NC",Destroyed,Beech,Personal,2.0,1.0,0.0,0.0,VMC,APPROACH,"34.955,-78.917778",North Carolina
20190626X22553,2019-06-26,"Fletcher, NC",Destroyed,RANS,Instructional,2.0,0.0,0.0,0.0,VMC,APPROACH,"35.475278,-82.435833",North Carolina
20190625X34442,2019-06-23,"Vine Grove, KY",Substantial,Piper,Personal,0.0,2.0,0.0,0.0,VMC,APPROACH,"37.815833000000005,-85.964722",Kentucky
20190622X51304,2019-06-22,"Sunriver, OR",Substantial,Maule,Personal,1.0,0.0,1.0,0.0,VMC,TAKEOFF,"43.864444,-121.455",Oregon
20190624X60317,2019-06-22,"Lancaster, SC",Substantial,Elmwood,Personal,0.0,1.0,1.0,0.0,VMC,APPROACH,"34.722778000000005,-80.854722",South Carolina
